,local_area,address,primary_address,address is primary?,n_pids,pid,units,year_built,bsns_group,bsns_name,bsns_trade_name,bsns_type,value_land,value_bldg,bldg_land_ratio,value_per_unit,VTU members,WestEnd Inbox,VTU Main Inbox,zoning,name,management,n_issues,issues_details,VTU Building,notes,prospect?
2524,,1146 comox st,1146 comox st,TRUE,1,,6,2001,,,,,422000,175000,0.4146919431,,,,,,Mole Hill - Phase I,Mole Hill Community Housing Society,,,,,
2525,Mount Pleasant,629 e 14th ave,629 e 14th ave,TRUE,1,,6,1910,['Serafim C Melo & Conceicao S Melo'],['Serafim C Melo & Conceicao S Melo'],[],['Apartment House'],1898000,122000,0.06427818757,,,,,RT-5,,,,,,,
2526,,1107 thurlow st,1107 thurlow st,TRUE,1,,6,2003,,,,,641000,78300,0.1221528861,,,,,,Mole Hill - Phase II,Mole Hill Community Housing Society,,,,,
2527,Mount Pleasant,2646 yukon st,2646 yukon st,TRUE,1,,6,1912,,,,,3072000,880000,0.2864583333,,,,,RT-6,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2646&street=YUKON%20STREET,,,
2528,,2832 st george st,2832 st george st,TRUE,1,,6,1982,,,,,7592000,33800,0.004452054795,,,,,,Robson Park Co-op (Phase I),Robson Park Co-op Housing Association,,,,,
2529,Kitsilano,2638 w 10th ave,2638 w 10th ave,TRUE,1,,6,1912,,,,,2185000,177000,0.08100686499,,,,,RS-7,,,,,,,
2530,,2204 w 13th ave,2204 w 13th ave,TRUE,1,,6,1982,,,,,2951000,28700,0.009725516774,,,,,,Yew Street Co-op,Yew Street Co-op Housing Association,,,,,
2531,Kitsilano,2118 trutch st,2118 trutch st,TRUE,1,,6,1912,['1120718 BC Ltd'],['1120718 BC Ltd'],[],['Apartment House'],2662000,122000,0.04583020285,,,,,RT-7,,,,,,,
2532,Kitsilano,1946 w 12th ave,1946 w 12th ave,TRUE,1,,6,1912,,,,,2459000,559000,0.2273281822,,,,,RT-8,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1946&street=W%2012TH%20AVENUE,,,
2533,Kensington-Cedar Cottage,1255 kingsway,1265 kingsway,FALSE,1,31678190,6,1968,,,,,0,0,,,,,,C-2,,,,,,,
2534,,2286 w 5th ave,2286 w 5th ave,TRUE,1,,6,1984,,,,,3350000,1266000,0.3779104478,,,,,,Juniper Co-op,Juniper Co-op Housing Association,,,,,
2535,Mount Pleasant,2746 quebec st,2746 quebec st,TRUE,1,,6,1910,,,,,1709000,171000,0.1000585138,,,,,RM-4N,,,,,,,
2536,Marpole,910 w 71st ave,910 w 71st ave,TRUE,1,,6,1950,,,,,2343000,13600,0.005804524114,,,,,RM-3A,,,,,,,
2537,Kitsilano,1886 w 15th ave,1886 w 15th ave,TRUE,1,,6,1922,['Donald J Taylor & Rhonda K Taylor'],['Donald J Taylor & Rhonda K Taylor'],[],['Apartment House'],3279000,227000,0.0692284233,,,,,RT-8,,,,,,,
2538,Kitsilano,3500 w 1st ave,3500 w 1st ave,TRUE,1,,6,1912,,,,,8440000,20000,0.002369668246,,,,,RT-8,,,,,,,
2539,Kitsilano,3528 w 4th ave,3528 w 4th ave,TRUE,1,,6,1950,['(Peter Alevras)'],['(Peter Alevras)'],[],['Apartment House'],4077000,12100,0.002967868531,,,,,C-2,,,,,,,
2540,Mount Pleasant,501 e 10th ave,501 e 10th ave,TRUE,1,,6,1927,,,,,4476000,326000,0.07283288651,,,,,RT-5,,,,,,,
2541,Strathcona,532 prior st,532 prior st,TRUE,1,,6,1901,['Shoba D Singh & Darmendra Singh'],['Shoba D Singh & Darmendra Singh'],[],['Apartment House'],1360000,465000,0.3419117647,,,,,RT-3,,,,,,,
2542,Kitsilano,2099 w 3rd ave,1846 arbutus st,FALSE,1,15286231,6,1908,,,,,1827000,1309000,0.7164750958,,,,,RM-4,,,,,,,
2543,Kitsilano,2510 larch st,2510 larch st,TRUE,1,,6,1945,,,,,3425000,780000,0.2277372263,,,,,RM-4,,,,,,,
2544,Kitsilano,3349 w broadway,3355 w broadway,FALSE,1,4280105,6,1974,,,,,11538000,40400,0.003501473392,,,,,C-2C1,,,,,,,
2545,Kitsilano,2239 w 7th ave,2239 w 7th ave,TRUE,1,,6,1908,,,,,0,0,,,,,,RM-4,,,,,,,
2546,South Cambie,923 w 19th ave,907 w 19th ave,FALSE,1,9876111,6,1955,,,,,0,0,,,,,,RT-2,,,,,,,
2547,Fairview,1025 w 15th ave,1031 w 15th ave,FALSE,1,4596382,6,1986,,,,,4850000,1398000,0.2882474227,,,,,C-2,,,,,,,
2548,Kitsilano,1936 w 12th ave,1936 w 12th ave,TRUE,1,,6,1912,,,,,2459000,277000,0.1126474176,,,,,RT-8,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1936&street=W%2012TH%20AVENUE,,,
2549,Grandview-Woodland,775 salsbury dr,775 salsbury dr,TRUE,1,,6,1953,['Mow Wing Gee (Mow Gee)'],['Mow Wing Gee (Mow Gee)'],[],['Apartment House'],2335000,12800,0.005481798715,,,,,RM-4,,,,,,,
46,West End,1501 haro st,1501 haro st,TRUE,1,,148,1973,['Starlight Investments'],['IMH 1501 Haro Apartments Ltd'],[],['Apartment House'],"$17,717,000.00","$54,493,000.00",3.075746458,"$487,905.41",,,,RM-5,,,,,,,
2551,Kitsilano,2323 w 6th ave,2323 w 6th ave,TRUE,1,,6,1912,,,,,3080000,164000,0.05324675325,,,,,RT-8,,,,,,,
2552,Sunset,1319 se marine dr,1319 se marine dr,TRUE,1,,6,1973,,,,,10696000,1638000,0.1531413613,,,,,C-1,,,,,,,
2553,Kitsilano,2120 cornwall ave,2120 cornwall ave,TRUE,1,,6,1979,['0723137 BC Ltd'],['0723137 BC Ltd'],[],['Apartment House'],4311000,231000,0.05358385525,,,,,RM-4,,,,,,,
2554,Fairview,1476 w 14th ave,1476 w 14th ave,TRUE,1,,6,1926,['(Marion Seeklus)'],['(Marion Seeklus)'],[],['Apartment House'],3150000,17400,0.005523809524,,,,,RM-3,,,,,,,
2555,Kitsilano,2134 macdonald st,2134 macdonald st,TRUE,1,,6,1911,,,,,1931000,220000,0.1139306059,,,,,RT-8,,,,,,,
2556,Kensington-Cedar Cottage,3958 fraser st,3960 fraser st,FALSE,1,15758389,6,1910,,,,,2974000,48600,0.01634162744,,,,,C-2,,,,,,,
2557,Riley Park,3789 quebec st,3789 quebec st,TRUE,1,,6,1902,,,,,2642000,738000,0.279333838,,,,,RS-7,,,,,,,
2558,Mount Pleasant,2304 prince albert st,2304 prince albert st,TRUE,1,,6,1910,,,,,1376000,118000,0.08575581395,,,,,RM-4,,,,,,,
2559,Kitsilano,2472 w 4th ave,2472 w 4th ave,TRUE,1,,6,1929,['2472 West 4th Property Inc'],['2472 West 4th Property Inc'],[],['Apartment House'],2877000,460000,0.159888773,,,,,RM-4,,,,,,,
2560,Victoria-Fraserview,5887 victoria dr,5887 victoria dr,TRUE,1,,6,1965,,,,,0,0,,,,,,C-2,,,,,,,
2561,Kitsilano,2042 bayswater st,2042 bayswater st,TRUE,1,,6,1912,['490297 BC Ltd'],['490297 BC Ltd'],[],['Apartment House'],2664000,357000,0.134009009,,,,,RT-7,,,,,,,
2562,Marpole,1367 w 70th ave,1367 w 70th ave,TRUE,1,,6,1952,['Thomas Elliott & Angela Elliott'],['Thomas Elliott & Angela Elliott'],[],['Apartment House'],2280000,11900,0.005219298246,,,,,RM-3A,,,,,,,
2563,Grandview-Woodland,2155 pandora st,2155 pandora st,TRUE,1,,6,1910,,,,,2174000,10000,0.004599816007,,,,,RM-3A,,,,,,,
2564,Grandview-Woodland,127 n templeton dr,127 n templeton dr,TRUE,1,,6,1912,,,,,2173000,64000,0.02945237,,,,,RM-3A,,,,,,,
2565,Fairview,1073 w broadway,1073 w broadway,TRUE,1,,6,1912,,,,,7433000,20900,0.002811785282,,,,,C-3A,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1073&street=W%20BROADWAY,,,
2566,Fairview,1104 w 15th ave,1104 w 15th ave,TRUE,1,,6,1910,,,,,3339000,190000,0.05690326445,,,,,RT-2,,,,,,,
2567,Kerrisdale,2116 w 41st ave,2118 w 41st ave,FALSE,1,3926656,6,1950,,,,,7042000,4314000,0.612610054,,,,,C-2,,,,,,,
934,West End,2035 barclay st,2035 barclay st,TRUE,1,,28,1959,['Danbar 2035 Barclay Apartments Ltd'],['Danbar 2035 Barclay Apartments Ltd'],[],['Apartment House'],"$3,708,000.00","$11,566,000.00",3.119201726,"$545,500.00",,,,RM-5B,,,,,,,
2569,Kitsilano,2314 w broadway,2314 w broadway,TRUE,1,,6,1954,['(Raymond Yen)'],['(Raymond Yen)'],[],['Apartment House'],3425000,14600,0.004262773723,,,,,RM-4,,,,,,,
2570,Kitsilano,1836 w 12th ave,1830 w 12th ave,FALSE,1,EPS4287,6,1912,,,,,0,0,,,,,,RT-8,,,,,,,
2571,Mount Pleasant,754 e broadway,756 e broadway,FALSE,1,15251730,6,1912,,,,,3562000,1527000,0.4286917462,,,,,C-2C,,,,,,,
2572,Kitsilano,2045 whyte ave,2045 whyte ave,TRUE,1,,6,1912,,,,,4871000,136000,0.0279203449,,,,,RT-9,,,,,,,
53,West End,1348 barclay st,1348 barclay st,TRUE,1,,143,1970,['Starlight Investments'],['IMH 1348 BARCLAY APARTMENTS LTD'],[],['Apartment House'],"$17,702,000.00","$55,448,000.00",3.132301435,"$511,538.46",,,,RM-5,,,,,,,
2574,Riley Park,4363 main st,4359 main st,FALSE,1,10204997,6,1957,,,,,1959000,216700,0.1106176621,,,,,C-2,,,,,,,
2575,Kitsilano,1896 w 12th ave,1896 w 12th ave,TRUE,1,,6,1912,,,,,2459000,254000,0.103294022,,,,,RT-8,,,,,,,
2576,Kitsilano,1925 whyte ave,1925 whyte ave,TRUE,1,,6,1912,,,,,3754000,624000,0.1662226958,,,,,RT-9,,,,,,,
2577,Kitsilano,2070 alma st,2060 alma st,FALSE,1,30409101,6,1978,,,,,0,0,,,,,,C-2,,,,,,,
2578,Mount Pleasant,3051 alberta st,3065 alberta st,FALSE,1,14568276,6,1942,,,,,2988000,99700,0.03336680054,,,,,RT-6,,,,,,,
2579,South Cambie,969 w 19th ave,961 w 19th ave,FALSE,1,9876146,6,1954,,,,,0,0,,,,,,RT-2,,,,,,,
2580,Grandview-Woodland,631 commercial dr,633 commercial dr,FALSE,1,31163459,6,1910,,,,,0,0,,,,,,RM-4N,,,,,,,
2581,Kitsilano,2324 w broadway,2324 w broadway,TRUE,1,,6,1954,['Monica Malvina Berdin (Monica Berdin)'],['Monica Malvina Berdin (Monica Berdin)'],[],['Apartment House'],3425000,93500,0.02729927007,,,,,RM-4,,,,,,,
2582,Downtown,111 e pender st,111 e pender st,TRUE,1,,6,1979,,,,,2122000,1417000,0.6677662582,,,,,HA-1,,,,,,,
2583,,2017 w 5th ave,2017 w 5th ave,TRUE,1,,6,1984,,,,,5024000,30100,0.005991242038,,,,,,Juniper Co-op,Juniper Co-op Housing Association,,,,,
2584,Grandview-Woodland,2235 commercial dr,2235 commercial dr,TRUE,1,,6,1913,,,,,2372000,1166000,0.4915682968,,,,,C-2C,,,,,,,
2585,Mount Pleasant,174 w 12th ave,174 w 12th ave,TRUE,1,,6,1910,['R A Chan Investments Inc'],['R A Chan Investments Inc'],[],['Apartment House'],2436000,180000,0.07389162562,,,,,RT-6,,,,,,,
2586,Grandview-Woodland,2228 e hastings st,2228 e hastings st,TRUE,1,,6,1954,,,,,2342000,358000,0.1528608027,,,,,C-2C1,,,,,,,
2587,Fairview,1455 w 11th ave,1455 w 11th ave,TRUE,1,,6,1925,['0723137 BC Ltd'],['0723137 BC Ltd'],[],['Apartment House'],3150000,12800,0.004063492063,,,,,RM-3,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1455&street=W%2011TH%20AVENUE,,,
2588,Marpole,1379 w 71st ave,1379 w 71st ave,TRUE,1,,6,1953,['West 71st Avenue Project Ltd'],['West 71st Avenue Project Ltd'],[],['Apartment House'],8294000,8200,0.0009886665059,,,,,RM-3A,,,,,,,
2589,Fairview,896 w 13th ave,896 w 13th ave,TRUE,1,,6,1926,,,,,3806000,121000,0.03179190751,,,,,RM-4,,,,,,,
2590,Grandview-Woodland,1204 victoria dr,1204 victoria dr,TRUE,1,,6,1910,,,,,1962000,226000,0.1151885831,,,,,RT-5,,,,,,,
2591,Hastings-Sunrise,212 kamloops st,212 kamloops st,TRUE,1,,6,1911,,,,,2050000,122000,0.05951219512,,,,,RS-1,,,,,,,
2592,Kitsilano,2365 w 8th ave,2365 w 8th ave,TRUE,1,,6,1910,['1057872 BC Ltd'],['1057872 BC Ltd'],[],['Apartment House'],3080000,6400,0.002077922078,,,,,RT-8,,,,,,,
2593,Kensington-Cedar Cottage,4969 victoria dr,4975 victoria dr,FALSE,1,2858819,6,1956,,,,,3618000,583000,0.1611387507,,,,,C-2,,,,,,,
2594,Kensington-Cedar Cottage,1619 e 20th ave,1619 e 20th ave,TRUE,1,,6,1906,,,,,2313000,238000,0.102896671,,,,,RT-10,,,,,,,
2595,Marpole,8455 granville st,8455 granville st,TRUE,1,,6,1955,,,,,0,0,,,,,,C-2,,,,,,,
2596,Kitsilano,2329 w 1st ave,2329 w 1st ave,TRUE,1,,6,2011,,,,,3593000,1518000,0.4224881714,,,,,RM-4,,,,,,,
2597,Kitsilano,2814 w 3rd ave,2814 w 3rd ave,TRUE,1,,6,1912,,,,,2191000,87400,0.03989046098,,,,,RT-8,,,,,,,
2598,Grandview-Woodland,2006 e 6th ave,2006 e 6th ave,TRUE,1,,6,1913,,,,,7022000,20000,0.002848191398,,,,,RT-5,,,,,,,
240,West End,1160 broughton st,1160 broughton st,TRUE,1,,75,1969,['Starlight Investments'],['GF II 1160 BROUGHTON APARTMENTS LTD'],[],['Apartment House'],"$22,758,000.00","$71,664,000.00",3.148958608,"$1,258,960.00",,,,RM-5,,,,,,,
2600,Fairview,1275 w 12th ave,1275 w 12th ave,TRUE,1,,6,1911,,,,,3052000,179000,0.05865006553,,,,,RM-3,,,,,,,
2601,Mount Pleasant,367 w 7th ave,367 w 7th ave,TRUE,1,,6,1905,,,,,3333000,10000,0.00300030003,,,,,I-1,,,,,,,
2602,Mount Pleasant,866 e broadway,866 e broadway,TRUE,1,,6,1912,,,,,1575000,1534000,0.973968254,,,,,RM-4N,,,,,,,
2603,Mount Pleasant,233 w 8th ave,233 w 8th ave,TRUE,1,,6,1910,,,,,3141000,10000,0.003183699459,,,,,I-1,,,,,,,
2604,Fairview,575 w 16th ave,575 w 16th ave,TRUE,1,,6,1910,,,,,2437000,63200,0.02593352483,,,,,RM-4,,,,,,,
2605,Downtown,1130 granville st,1130 granville st,TRUE,1,,6,1910,['(Jutta Ahmed)'],['(Jutta Ahmed)'],[],['Apartment House'],3149000,1903000,0.6043188314,,,,,DD,,,4,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1130&street=GRANVILLE%20STREET,,,
2606,,1140 comox st,1140 comox st,TRUE,1,,6,2001,,,,,308000,273000,0.8863636364,,,,,,Mole Hill - Phase I,Mole Hill Community Housing Society,,,,,
2607,Kitsilano,2466 w 4th ave,2466 w 4th ave,TRUE,1,,6,1929,['Kerry Lou Dyer (Kerry Dyer)'],['Kerry Lou Dyer (Kerry Dyer)'],[],['Apartment House'],2877000,9700,0.003371567605,,,,,RM-4,,,,,,,
2608,Grandview-Woodland,825 commercial dr,825 commercial dr,TRUE,1,,6,1914,,,,,0,0,,,,,,RM-4N,,,,,,,
2609,Fairview,2480 laurel st,2480 laurel st,TRUE,1,,6,1912,['Eterna Enterprises Ltd'],['Eterna Enterprises Ltd'],[],['Apartment House'],9241000,28700,0.003105724489,,,,,C-3A,,,,,,,
2610,Kitsilano,2268 w 3rd ave,2268 w 3rd ave,TRUE,1,,6,1948,['C B Balfour (C Balfour)'],['C B Balfour (C Balfour)'],[],['Apartment House'],7186000,31200,0.004341775675,,,,,RM-4,,,,,,,
61,West End,1005 jervis st,1005 jervis st,TRUE,1,,136,1974,['Starlight Investments'],['IMH 1005 Jervis Apartments Ltd'],[],['Apartment House'],"$15,173,000.00","$52,303,000.00",3.447109998,"$496,147.06",,,,RM-5,,,,,,,
2612,Grandview-Woodland,1184 victoria dr,1186 victoria dr,FALSE,1,13479822,6,1957,,,,,1448000,481000,0.3321823204,,,,,RT-5,,,,,,,
2613,Riley Park,196 e 21st ave,196 e 21st ave,TRUE,1,,6,1910,['0955073 BC Ltd'],['0955073 BC Ltd'],[],['Apartment House'],2043000,16700,0.008174253549,,,,,RS-7,,,,,,,
2614,Kitsilano,2200 vine st,2292 w 6th ave,FALSE,1,4465342,6,1910,,,,,1827000,1859000,1.017515052,,,,,RM-4,,,,,,,
2615,Fairview,1527 w 4th ave,1527 w 4th ave,TRUE,1,,6,1910,['(Scott Primrose)'],['(Scott Primrose)'],[],['Apartment House'],2521000,10800,0.00428401428,,,,,C-2B,,,,,,,
2616,Kitsilano,1701 waterloo st,3410 w 1st ave,FALSE,1,6918018,6,1910,,,,,4401000,229000,0.05203362872,,,,,RT-8,,,,,,,
2617,Riley Park,4355 main st,4355 main st,TRUE,1,,6,1978,,,,,3213000,484000,0.150638033,,,,,C-2,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=4355&street=MAIN%20STREET,,,
2618,Grandview-Woodland,2150 e pender st,2150 e pender st,TRUE,1,,6,1912,,,,,1657000,317000,0.1913095957,,,,,RT-5,,,3,http://app.vancouver.ca/RPS_Net/Default.aspx?num=2150&street=E%20PENDER%20STREET,,,
2619,Kitsilano,2196 w 2nd ave,2196 w 2nd ave,TRUE,1,,6,1980,['Gum Fat Lum & Grena Lum'],['Gum Fat Lum & Grena Lum'],[],['Apartment House'],7308000,38400,0.005254515599,,,,,RM-4,,,,,,,
2620,Grandview-Woodland,1961 commercial dr,1965 commercial dr,FALSE,1,14481715,6,1911,,,,,2046000,1546000,0.7556207234,,,,,C-2C1,,,,,,,
2621,Marpole,8692 french st,8692 french st,TRUE,1,,6,1953,['Tigerbay International Holdings Ltd'],['Tigerbay International Holdings Ltd'],[],['Apartment House'],2769000,13500,0.004875406284,,,,,RM-3A,,,,,,,
2622,Mount Pleasant,305 w 12th ave,305 w 12th ave,TRUE,1,,6,1912,['Wing Yan Ting (Wing Ting)'],['Wing Yan Ting (Wing Ting)'],[],['Apartment House'],2466000,397000,0.1609894566,,,,,RT-6,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=305&street=W%2012TH%20AVENUE,,,
574,West End,1176 burnaby st,1176 burnaby st,TRUE,1,,41,1966,['Arthur M Hayes (Arthur Hayes)'],['Arthur M Hayes (Arthur Hayes)'],['The Newport'],['Apartment House'],"$5,057,000.00","$17,673,000.00",3.494759739,"$554,390.24",,,,RM-5A,,,,,,,
2624,Mount Pleasant,116 w 14th ave,114 w 14th ave,FALSE,1,EPS5515,6,1910,,,,,0,0,,,,,,RT-6,,,,,,,
2625,Riley Park,475 w 19th ave,475 w 19th ave,TRUE,1,,6,1914,,,,,2640000,133000,0.05037878788,,,,,RS-7,,,,,,,
2626,Kitsilano,2335 w 6th ave,2335 w 6th ave,TRUE,1,,6,1912,,,,,3080000,135000,0.04383116883,,,,,RT-8,,,,,,,
2627,Kitsilano,2553 york ave,2553 york ave,TRUE,1,,6,1912,,,,,3880000,93600,0.02412371134,,,,,RT-8,,,,,,,
2628,Fairview,2690 spruce st,2660 spruce st,FALSE,1,15014401,6,1940,,,,,0,0,,,,,,RM-3,,,,,,,
2629,Kitsilano,3609 w broadway,3609 w broadway,TRUE,1,,6,1977,['Nicholas Liapis & Athanasia Liapis'],['Nicholas Liapis & Athanasia Liapis'],[],['Apartment House'],11894000,688000,0.05784429124,,,,,C-2,,,,,,,
2630,Mount Pleasant,743 e 12th ave,743 e 12th ave,TRUE,1,,6,1912,,,,,1650000,299000,0.1812121212,,,,,RT-5,,,,,,,
2631,Grandview-Woodland,1223 victoria dr,1223 victoria dr,TRUE,1,,6,1912,,,,,1211000,95200,0.07861271676,,,,,RT-5,,,,,,,
2632,Shaughnessy,1011 richelieu ave,1011 richelieu ave,TRUE,1,,6,1929,['1011 Richelieu Holdings Ltd'],['1011 Richelieu Holdings Ltd'],[],['Apartment House'],3587000,14100,0.003930861444,,,,,RM-3A,,,,,,,
2633,Mount Pleasant,2851 manitoba st,2851 manitoba st,TRUE,1,,6,1905,,,,,2938000,145000,0.04935330157,,,,,RT-6,,,,,,,
2634,Kitsilano,2274 trafalgar st,2274 trafalgar st,TRUE,1,,6,1958,,,,,2749000,71700,0.02608221171,,,,,RT-8,,,,,,,
2635,Grandview-Woodland,1768 william st,1768 william st,TRUE,1,,6,1910,['(Bruce Macdonald)'],['(Bruce Macdonald)'],[],['Apartment House'],1675000,164000,0.09791044776,,,,,RT-5,,,,,,,
2636,Mount Pleasant,477 e 10th ave,477 e 10th ave,TRUE,1,,6,1910,,,,,2200000,380000,0.1727272727,,,,,RT-5,,,,,,,
2637,Mount Pleasant,24 e broadway,24 e broadway,TRUE,1,,6,1910,,,,,0,0,,,,,,C-3A,,,,,,,
2638,Riley Park,4899 quebec st,4899 quebec st,TRUE,1,,6,1942,['1077772 BC Ltd'],['1077772 BC Ltd'],[],['Apartment House'],2160000,792000,0.3666666667,,,,,RS-1,,,,,,,
765,West End,859 thurlow st,859 thurlow st,TRUE,1,,34,1912,['Bushouse Capital Corporation'],['Bushouse Capital Corporation'],[],['Apartment House'],"$2,276,000.00","$10,637,000.00",4.673550088,"$379,794.12",,,,RM-5B,,,,,,,
2640,Grandview-Woodland,1510 e pender st,1510 e pender st,TRUE,1,,6,1967,['1510 East Pender Holdings Ltd'],['1510 East Pender Holdings Ltd'],[],['Apartment House'],3051000,13000,0.004260898066,,,,,RM-4,,,,,,,
2641,Kensington-Cedar Cottage,2110 kingsway,4620 sidney st,FALSE,1,14421283,6,1977,,,,,3017000,359000,0.1189923765,,,,,C-2,,,,,,,
3,West End,1661 davie st,1181 cardero st,FALSE,1,30120799,330,2020,['1600 Davie Residential Holdings Inc'],['1600 Davie Residential Holdings Inc'],[],['Apartment House'],$0.00,$0.00,,,,,,C-5A,,,,,,,
2643,Grandview-Woodland,1758 e 1st ave,1758 e 1st ave,TRUE,1,,6,1912,,,,,1532000,117000,0.07637075718,,,,,RM-11N,,,,,,,
13,West End,1155 bute st,1150 jervis st,FALSE,1,15741109,216,1970,,,,,$0.00,$0.00,,,,,,C-5,,,,,,,
2645,Renfrew-Collingwood,3331 kingsway,3331 kingsway,TRUE,1,,6,1987,['Andy Su & Yi Su & So Han Su'],['Andy Su & Yi Su & So Han Su'],[],['Apartment House'],3295000,1423000,0.4318664643,,,,,C-2,,,,,,,
2646,Fairview,1031 w 10th ave,1031 w 10th ave,TRUE,1,,6,1912,,,,,3150000,155000,0.04920634921,,,,,RM-3,,,,,,,
2647,Kitsilano,2006 w 13th ave,2006 w 13th ave,TRUE,1,,6,1912,,,,,3279000,216000,0.06587374199,,,,,RT-8,,,,,,,
2648,Fairview,2975 laurel st,2975 laurel st,TRUE,1,,6,1966,['Palmar Properties Inc'],['Palmar Properties Inc'],[],['Apartment House'],3806000,19100,0.005018392013,,,,,RM-4,,,,,,,
2649,Marpole,8709 cartier st,8709 cartier st,TRUE,1,,6,1951,['DHZ Development Inc'],['DHZ Development Inc'],[],['Apartment House'],2769000,12700,0.004586493319,,,,,RM-3A,,,,,,,
2650,Grandview-Woodland,1433 commercial dr,1435 commercial dr,FALSE,1,15172309,6,1910,,,,,0,0,,,,,,C-2C,,,,,,,
2651,South Cambie,924 w 18th ave,906 w 18th ave,FALSE,1,9875832,6,1954,,,,,0,0,,,,,,RT-2,,,,,,,
2652,Kensington-Cedar Cottage,1439 e 41st ave,1439 e 41st ave,TRUE,1,,5,1969,['Centr O Mart Ltd'],['Centr O Mart Ltd'],[],['Apartment House'],4585000,1241000,0.2706652126,,,,,C-1,,,,,,,
2653,Kitsilano,1855 w 12th ave,1855 w 12th ave,TRUE,1,,5,1912,,,,,2459000,259000,0.1053273688,,,,,RT-8,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1855&street=W%2012TH%20AVENUE,,,
2654,Mount Pleasant,654 e broadway,648 e broadway,FALSE,1,32148267,5,1979,,,,,3562000,13300,0.003733857383,,,,,C-2C,,,,,,,
2655,Mount Pleasant,218 e 11th ave,218 e 11th ave,TRUE,1,,5,1912,['(Alex Bratiuk)'],['(Alex Bratiuk)'],[],['Apartment House'],7355000,10700,0.001454792658,,,,,C-3A,,,,,,,
2656,Mount Pleasant,355 w 12th ave,355 w 12th ave,TRUE,1,,5,1910,['Terence A Bowerman (Terence Bowerman)'],['Terence A Bowerman (Terence Bowerman)'],[],['Apartment House'],2466000,212000,0.08596918086,,,,,RT-6,,,,,,,
2657,Grandview-Woodland,1666 e pender st,1666 e pender st,TRUE,1,,5,1977,,,,,2282000,163000,0.07142857143,,,,,RM-4,,,,,,,
2658,Mount Pleasant,935 e 10th ave,935 e 10th ave,TRUE,1,,5,1913,,,,,1925000,100000,0.05194805195,,,,,RT-5,,,,,,,
2659,Grandview-Woodland,1785 adanac st,1785 adanac st,TRUE,1,,5,1952,['(Lily Jang)'],['(Lily Jang)'],[],['Apartment House'],2335000,8300,0.003554603854,,,,,RM-4,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1785&street=ADANAC%20STREET,,,
2660,Kitsilano,2043 collingwood st,2043 collingwood st,TRUE,1,,5,1912,,,,,2411000,322000,0.1335545417,,,,,RT-7,,,,,,,
2661,Shaughnessy,1063 balfour ave,1063 balfour ave,TRUE,1,,5,1913,,,,,5015000,161000,0.03210368893,,,,,FSHCA,,,,,,,
2662,Mount Pleasant,14 w 6th ave,14 w 6th ave,TRUE,1,,5,1909,,,,,3137000,10000,0.003187759005,,,,,I-1,,,1,http://app.vancouver.ca/RPS_Net/Default.aspx?num=14&street=W%206TH%20AVENUE,,,
2663,Kitsilano,2465 w 6th ave,2465 w 6th ave,TRUE,1,,5,1912,['(Mark Diesvelt)'],['(Mark Diesvelt)'],[],['Apartment House'],3080000,328000,0.1064935065,,,,,RT-8,,,,,,,
2664,Fairview,2335 laurel st,2335 laurel st,TRUE,1,,5,1910,['(Jutta Beekmann)'],['(Jutta Beekmann)'],[],['Apartment House'],1856000,174000,0.09375,,,,,FM-1,,,,,,,
2665,Mount Pleasant,131 w 15th ave,131 w 15th ave,TRUE,1,,5,1912,,,,,2863000,205000,0.07160321341,,,,,RT-6,,,,,,,
2666,Grandview-Woodland,1209 woodland dr,1209 woodland dr,TRUE,1,,5,1978,['Pacific Northwest Ventures Co Ltd'],['Pacific Northwest Ventures Co Ltd'],[],['Apartment House'],2718000,849000,0.3123620309,,,,,RM-4,,,2,http://app.vancouver.ca/RPS_Net/Default.aspx?num=1209&street=WOODLAND%20DRIVE,,,
2667,Fairview,3013 heather st,3013 heather st,TRUE,1,,5,1910,,,,,2412000,115000,0.04767827529,,,,,RM-4,,,,,,,
2668,Renfrew-Collingwood,5171 joyce st,5187 joyce st,FALSE,1,8867925,5,1972,,,,,15721000,19100,0.001214935437,,,,,C-2C,,,,,,,
2669,Riley Park,8 e 18th ave,8 e 18th ave,TRUE,1,,5,1914,['Michelina Morello & Walter Lemmo & Stephanie Lemmo'],['Michelina Morello & Walter Lemmo & Stephanie Lemmo'],[],['Apartment House'],2270000,13800,0.006079295154,,,,,RS-7,,,,,,,
2670,Kitsilano,2483 w 6th ave,2483 w 6th ave,TRUE,1,,5,1912,,,,,3080000,186000,0.06038961039,,,,,RT-8,,,,,,,
26,West End,1770 pendrell st,1770 pendrell st,TRUE,1,,173,2019,,,,,$0.00,$0.00,,,,,,,,,,,,,
